event_id,organizer_id,activity_id,sport_cluster,skill_level,max_participants,duration_hours,start_time,latitude,longitude,geo_cluster,day_of_week,time_of_day,fill_rate,participant_count,skill_diversity,social_density_cat,avg_organizer_rating,f1,f2,f3,f4,f5,f6,f7,f8
2976,8133,0,1,0,6,0.8,2023-07-16 11:00:00,45.819712,15.883918,4,0,0,0.436,3,0.313,1,3.22,0.7254,0.2022,0.2523,0.3045,0.5924,0.1938,0.5663,0.2615
2977,3442,1,1,1,9,0.8,2024-01-18 18:00:00,45.792613,16.049126,2,4,2,0.275,2,1.231,0,3.39,0.7741,0.3113,0.2727,0.4018,0.644,0.2441,0.5394,0.319
2978,5166,2,0,1,6,1.1,2023-08-19 20:00:00,45.850247,15.949588,1,6,2,0.225,1,1.33,0,2.73,0.8906,0.3734,0.5626,0.4982,0.1146,0.8877,0.43,0.3456
2979,485,13,6,0,6,1.7,2024-04-11 11:00:00,45.814414,15.964946,0,4,0,0.797,5,0.369,1,3.8,0.726,0.286,0.2857,0.6357,0.2685,0.1506,0.8569,0.4803
2980,3429,25,3,1,8,2.0,2023-01-02 11:00:00,45.808257,16.068476,2,1,0,0.343,3,0.091,1,2.03,0.5354,0.4922,0.9144,0.5578,0.8476,0.1554,0.5529,0.8488
2981,3913,1,1,2,26,1.1,2024-11-17 19:00:00,45.745348,15.964587,3,0,2,0.799,21,1.101,2,3.41,0.6968,0.3602,0.2802,0.3414,0.6052,0.216,0.5532,0.3451
2982,2405,1,1,0,7,1.9,2024-12-27 18:00:00,45.808813,15.974429,0,5,2,0.192,1,0.422,0,2.89,0.754,0.2971,0.3062,0.4338,0.5751,0.1648,0.5829,0.3362
2983,2361,13,6,0,14,1.5,2024-11-06 20:00:00,45.767273,15.97295,3,3,2,0.42,6,1.21,1,2.93,0.6554,0.2469,0.2916,0.7282,0.1412,0.2605,0.8693,0.4368
2984,39,28,0,1,5,1.6,2024-01-15 19:00:00,45.802521,16.048818,2,1,2,0.488,2,1.256,0,3.46,0.9001,0.414,0.5406,0.4109,0.2034,0.949,0.3852,0.2799
2985,2297,23,3,1,11,1.8,2024-05-09 18:00:00,45.804679,15.874999,4,4,2,0.045,0,0.048,0,2.48,0.5902,0.5064,0.8929,0.6791,0.7563,0.2592,0.5138,0.8076
2986,6824,10,4,0,7,0.9,2023-06-22 20:00:00,45.803729,16.038706,2,4,2,0.379,3,0.182,1,2.32,0.7381,0.672,0.7604,0.9024,0.2072,0.4305,0.8768,0.4122
2987,8583,30,5,1,14,1.1,2023-09-11 10:00:00,45.841011,15.955473,1,1,0,0.306,4,0.762,1,3.13,0.264,0.5172,0.0192,0.6308,0.3101,0.6446,0.3806,0.2409
2988,8554,19,4,1,5,1.4,2023-09-09 11:00:00,45.861664,15.959655,1,6,0,0.143,1,0.82,0,1.68,0.8672,0.5619,0.6366,0.9087,0.1802,0.4092,0.8219,0.367
2989,7900,8,0,0,38,2.1,2024-07-04 18:00:00,45.788641,16.050315,2,4,2,0.73,28,1.102,2,2.22,0.9197,0.2714,0.5185,0.5001,0.2502,0.9449,0.3179,0.3385
2990,6205,19,4,0,16,1.3,2024-08-30 19:00:00,45.798832,16.048566,2,5,2,0.378,6,0.728,1,3.89,0.7468,0.6419,0.6923,0.9346,0.2634,0.2648,0.8599,0.3565
2991,2101,26,7,0,4,1.6,2023-04-03 09:00:00,45.840762,15.948553,1,1,0,0.048,0,0.728,0,2.21,0.5986,0.3989,0.6632,0.4973,0.9614,0.299,0.3754,0.701
2992,628,11,3,0,4,1.5,2024-08-31 09:00:00,45.81176,15.979291,0,6,0,0.763,3,0.951,1,2.94,0.5424,0.4978,0.9123,0.6646,0.8402,0.2827,0.4151,0.8435
2993,5793,2,0,0,11,2.1,2023-01-22 11:00:00,45.779549,16.038809,2,0,0,0.35,4,1.252,1,2.12,0.8963,0.2936,0.5505,0.5542,0.1881,0.9043,0.397,0.3662
2994,2707,2,0,1,9,0.5,2024-08-26 20:00:00,45.744651,15.9749,3,1,2,0.493,4,0.744,1,2.04,0.8507,0.264,0.5194,0.4741,0.2208,0.8901,0.3698,0.3339
2995,5955,9,1,2,11,1.1,2023-07-11 18:00:00,45.806381,15.887069,4,2,2,0.167,2,0.989,0,3.67,0.8613,0.2828,0.34,0.4016,0.6707,0.1901,0.5135,0.3189
2996,661,10,4,1,6,1.4,2024-05-09 09:00:00,45.743936,15.961524,3,4,0,0.39,2,0.23,0,2.34,0.7761,0.5334,0.6461,0.9666,0.2374,0.3658,0.8255,0.3586
2997,6567,0,1,0,6,0.5,2023-05-02 18:00:00,45.828401,15.971273,0,2,2,0.623,4,1.116,1,2.34,0.7956,0.3938,0.3479,0.4153,0.5815,0.216,0.4458,0.313
2998,5216,7,0,0,16,0.5,2024-01-29 19:00:00,45.807452,15.96145,0,1,2,0.512,8,0.971,1,3.0,0.8785,0.3391,0.4647,0.5011,0.2207,0.9945,0.4309,0.3469
2999,4684,29,1,2,5,0.9,2024-02-19 09:00:00,45.838007,15.974749,0,1,0,0.378,2,0.68,0,2.25,0.8091,0.2581,0.385,0.3627,0.5379,0.1681,0.4877,0.2155
3000,3459,22,7,2,8,2.1,2024-02-18 10:00:00,45.81306,15.96638,0,0,0,0.414,3,1.3,1,2.69,0.5277,0.4404,0.6379,0.5196,0.9554,0.3275,0.4323,0.6918
3001,1382,3,2,2,11,1.4,2024-04-12 19:00:00,45.791551,16.056093,2,5,2,0.391,4,0.912,1,3.39,0.4914,0.8949,0.2291,0.5894,0.2288,0.3468,0.2709,0.5231
3002,763,1,1,1,10,1.5,2023-12-21 10:00:00,45.800617,15.877649,4,4,0,0.716,7,1.317,1,2.79,0.8395,0.3522,0.3346,0.3912,0.5912,0.2292,0.49,0.3077
3003,4539,3,2,0,5,1.5,2023-06-14 20:00:00,45.808306,15.889485,4,3,2,0.232,1,0.412,0,3.31,0.385,0.9007,0.2058,0.7473,0.3242,0.2459,0.3238,0.5279
3004,2029,21,0,0,5,1.9,2023-02-25 09:00:00,45.857644,15.960233,1,6,0,0.113,1,1.242,0,3.4,0.9571,0.2711,0.4992,0.5032,0.1278,0.9322,0.3618,0.3279
3005,1611,3,2,2,18,1.9,2023-12-26 10:00:00,45.746157,15.96636,3,2,0,0.626,11,0.329,2,1.66,0.4396,0.9283,0.1295,0.7195,0.2757,0.2811,0.3108,0.4296
3006,8963,30,5,1,8,0.5,2023-05-23 20:00:00,45.850932,15.946936,1,2,2,0.428,3,0.752,1,3.37,0.2038,0.5266,0.1487,0.5499,0.259,0.5454,0.3174,0.296
3007,5211,28,0,3,6,1.2,2023-11-21 20:00:00,45.854889,15.954963,1,2,2,0.063,0,0.274,0,3.89,0.9038,0.2648,0.5489,0.5367,0.269,0.8665,0.4254,0.3379
3008,1121,27,7,0,6,0.9,2023-03-03 11:00:00,45.754248,15.97169,3,5,0,0.321,2,0.113,0,3.85,0.4934,0.4186,0.5393,0.5297,0.8936,0.2924,0.3897,0.748
3009,4379,11,3,1,7,1.0,2023-05-14 09:00:00,45.799924,16.034502,2,0,0,0.252,2,0.763,0,2.88,0.5071,0.5629,0.9001,0.5862,0.7615,0.3524,0.497,0.8399
3010,4388,8,0,0,3,1.4,2023-08-15 19:00:00,45.797557,16.029853,2,2,2,0.425,1,1.2,0,1.08,0.9027,0.3223,0.516,0.5975,0.2275,0.9303,0.3927,0.2527
3011,2410,1,1,2,7,2.1,2023-01-27 20:00:00,45.866131,15.954691,1,5,2,0.51,4,0.291,1,1.31,0.8252,0.3149,0.2939,0.3935,0.7263,0.2596,0.5245,0.3175
3012,4767,7,0,1,9,2.0,2023-03-20 20:00:00,45.833128,15.976371,0,1,2,0.492,4,0.272,1,3.44,0.9878,0.3092,0.4321,0.5942,0.1647,0.9435,0.3326,0.3418
3013,4676,14,5,0,6,1.4,2023-01-27 09:00:00,45.754767,15.989493,3,5,0,0.378,2,1.281,0,2.6,0.3178,0.4218,0.0306,0.5517,0.2899,0.6082,0.3669,0.2985
3014,8991,14,5,1,4,0.7,2024-08-24 19:00:00,45.802982,15.884813,4,6,2,0.122,0,1.043,0,3.01,0.2982,0.5415,0.1024,0.6213,0.3349,0.7311,0.388,0.2902
3015,2953,5,5,1,9,1.4,2024-04-01 19:00:00,45.805657,15.962651,0,1,2,0.722,6,1.04,1,2.26,0.3139,0.5598,0.0324,0.5318,0.239,0.6363,0.3581,0.257
3016,2729,2,0,0,14,1.6,2023-01-19 10:00:00,45.808,15.875255,4,4,0,0.514,7,1.01,1,3.19,0.8951,0.3419,0.443,0.5296,0.1746,0.9404,0.3699,0.3292
3017,5775,8,0,0,10,1.9,2023-05-13 11:00:00,45.758735,15.981288,3,6,0,0.523,5,0.621,1,3.57,0.8341,0.2848,0.5288,0.5082,0.2205,0.9824,0.4698,0.203
3018,8117,18,7,2,5,2.1,2023-07-11 19:00:00,45.746473,15.95968,3,2,2,0.674,3,0.351,1,2.89,0.44,0.3933,0.5314,0.4725,0.907,0.2659,0.3954,0.7316
3019,5944,15,0,1,13,1.9,2023-01-12 10:00:00,45.808925,15.991323,0,4,0,0.695,9,0.341,2,3.08,0.8612,0.3343,0.4902,0.4728,0.2607,0.8937,0.4356,0.3532
3020,2707,2,0,1,4,2.5,2023-12-10 20:00:00,45.734643,15.978361,3,0,2,0.364,1,1.128,0,1.69,0.964,0.3283,0.5467,0.5235,0.2232,0.8965,0.4303,0.2941
3021,4588,1,1,0,10,1.2,2024-05-17 18:00:00,45.806709,15.997149,0,5,2,0.163,2,0.964,0,2.59,0.8134,0.3451,0.2849,0.3809,0.6226,0.2102,0.4657,0.3068
3022,7666,4,6,3,5,1.1,2023-02-28 19:00:00,45.810719,15.970505,0,2,2,0.06,0,1.408,0,2.93,0.7888,0.3214,0.3358,0.6986,0.1872,0.221,0.9732,0.4255
3023,318,6,2,1,6,1.8,2024-01-06 20:00:00,45.756141,15.969852,3,6,2,0.397,2,1.362,0,2.6,0.3483,0.8681,0.1816,0.7497,0.3399,0.2118,0.2625,0.4859
3024,5882,30,5,0,12,1.8,2024-02-03 19:00:00,45.795827,15.872301,4,6,2,0.425,5,0.7,1,2.95,0.2861,0.4854,0.0302,0.6277,0.2514,0.6008,0.4154,0.3526
3025,1011,8,0,0,21,1.6,2023-12-05 10:00:00,45.799824,16.033429,2,2,0,0.324,7,0.512,1,1.74,0.9271,0.2986,0.4134,0.4421,0.2664,0.9055,0.4527,0.2439
3026,5641,2,0,1,21,1.2,2024-03-14 09:00:00,45.795812,15.980531,0,4,0,0.786,17,0.662,2,3.47,0.9299,0.3016,0.4891,0.4588,0.211,0.9269,0.3517,0.3408
3027,3096,16,2,1,3,1.4,2023-04-04 10:00:00,45.857181,15.953962,1,2,0,0.319,1,0.807,0,3.02,0.4426,0.8687,0.1574,0.6911,0.3385,0.3257,0.1834,0.5652
3028,5319,29,1,1,9,1.3,2024-10-27 19:00:00,45.785895,16.051729,2,0,2,0.746,7,0.267,1,2.23,0.7622,0.3495,0.3328,0.4223,0.62,0.2057,0.54,0.2164
3029,1168,1,1,1,10,1.5,2024-04-20 19:00:00,45.808484,16.044145,2,6,2,0.163,2,0.34,0,2.29,0.9347,0.2442,0.2936,0.4496,0.5981,0.2811,0.4354,0.3844
3030,4660,6,2,0,21,1.5,2023-05-28 19:00:00,45.742402,15.985551,3,0,2,0.255,5,1.332,1,2.24,0.4623,0.8926,0.2243,0.685,0.3158,0.2472,0.2327,0.5157
3031,1178,13,6,1,6,1.0,2023-12-24 10:00:00,45.814899,15.898807,4,0,0,0.057,0,1.02,0,2.23,0.7143,0.2772,0.2821,0.6718,0.2013,0.2719,0.8311,0.5236
3032,2720,29,1,2,9,0.7,2024-01-09 20:00:00,45.804346,15.971151,0,2,2,0.198,2,0.704,0,2.12,0.7921,0.3202,0.3432,0.5302,0.4794,0.2023,0.5054,0.1994
3033,6425,6,2,0,2,1.2,2024-02-18 19:00:00,45.822085,15.985965,0,0,2,0.225,0,0.481,0,1.6,0.3533,0.861,0.1186,0.6693,0.2615,0.318,0.2533,0.4679
3034,2428,2,0,0,16,1.6,2024-08-19 20:00:00,45.811705,15.968195,0,1,2,0.191,3,0.435,1,2.76,0.8544,0.2947,0.5641,0.4923,0.2367,0.8638,0.4263,0.2781
3035,1870,11,3,1,5,1.5,2024-12-20 09:00:00,45.743519,15.975365,3,5,0,0.623,3,0.228,1,3.25,0.4987,0.5034,0.9479,0.5637,0.7673,0.1519,0.5229,0.8172
3036,3784,24,3,2,18,1.7,2023-07-21 18:00:00,45.871094,15.959492,1,5,2,0.419,8,1.229,1,2.65,0.4387,0.6555,0.8152,0.635,0.8046,0.1731,0.4712,0.7262
3037,3154,4,6,1,6,1.1,2023-06-24 10:00:00,45.81431,15.96521,0,6,0,0.129,1,0.901,0,0.87,0.679,0.3574,0.2592,0.6993,0.1661,0.1762,0.9078,0.5163
3038,1587,25,3,0,17,2.5,2023-09-22 19:00:00,45.812009,15.969935,0,5,2,0.101,2,1.165,0,2.45,0.5972,0.5745,0.8079,0.6381,0.7747,0.1921,0.4768,0.933
3039,5003,4,6,0,5,1.1,2024-11-27 19:00:00,45.744114,15.999603,3,3,2,0.524,3,1.381,1,1.88,0.6163,0.3828,0.273,0.6865,0.1573,0.2212,0.9406,0.435
3040,6361,2,0,1,2,1.8,2023-12-20 10:00:00,45.841274,15.951979,1,3,0,0.541,1,0.175,0,1.07,0.9658,0.3726,0.6007,0.3416,0.1644,0.9542,0.4758,0.3495
3041,8828,20,5,2,18,1.1,2023-08-19 10:00:00,45.85456,15.955634,1,6,0,0.525,9,0.295,2,3.73,0.2566,0.4648,0.0923,0.5834,0.2781,0.6475,0.4138,0.2837
3042,2456,2,0,1,8,1.9,2023-05-30 20:00:00,45.815154,15.896041,4,2,2,0.662,5,1.001,1,3.62,0.8132,0.2277,0.5334,0.5505,0.1139,0.9758,0.4274,0.3997
3043,4398,8,0,2,5,1.5,2023-06-23 09:00:00,45.800926,15.886257,4,5,0,0.259,1,1.395,0,2.69,0.8984,0.2751,0.5224,0.486,0.1901,0.9549,0.4058,0.2946
3044,4613,14,5,0,18,1.6,2024-08-21 20:00:00,45.795505,16.056956,2,3,2,0.607,11,0.921,2,2.99,0.306,0.6261,0.0878,0.6075,0.3443,0.5573,0.404,0.2612
3045,1954,9,1,0,21,1.2,2023-12-27 20:00:00,45.8011,15.895476,4,3,2,0.465,10,0.564,2,2.72,0.839,0.3056,0.2415,0.4525,0.6585,0.1865,0.4933,0.265
3046,549,1,1,1,4,1.6,2023-12-06 18:00:00,45.814443,15.977688,0,3,2,0.367,1,0.434,0,3.18,0.765,0.2666,0.3027,0.4359,0.5824,0.1989,0.4465,0.2348
3047,2649,6,2,1,3,1.3,2024-05-16 10:00:00,45.751384,15.972891,3,4,0,0.635,2,0.762,0,2.27,0.4102,0.8538,0.1863,0.7429,0.2988,0.26,0.2607,0.5645
3048,7248,4,6,0,6,1.2,2024-09-13 18:00:00,45.77812,16.043768,2,5,2,0.625,4,1.286,1,2.4,0.6953,0.3106,0.406,0.6236,0.3069,0.1531,0.8796,0.53
3049,1105,25,3,2,13,1.6,2023-10-21 19:00:00,45.818842,15.984015,0,6,2,0.115,1,0.202,0,0.59,0.4056,0.4132,0.9438,0.5717,0.869,0.2189,0.449,0.7962
3050,6636,16,2,0,4,1.7,2023-06-05 18:00:00,45.816393,15.979917,0,1,2,0.112,0,0.484,0,2.77,0.3669,0.8742,0.2596,0.7303,0.2522,0.1536,0.2942,0.5321
3051,8175,19,4,1,42,1.6,2024-02-20 10:00:00,45.800095,16.036966,2,2,0,0.119,5,0.704,1,2.44,0.7583,0.5353,0.7558,0.9205,0.1482,0.3428,0.8573,0.3884
3052,904,27,7,0,19,2.7,2024-07-27 20:00:00,45.755144,15.974291,3,6,2,0.544,10,1.382,2,3.53,0.5021,0.3742,0.598,0.5127,0.878,0.3013,0.4141,0.6725
3053,4979,17,0,1,10,1.6,2024-01-16 20:00:00,45.82785,15.878321,4,2,2,0.331,3,1.117,1,1.62,0.939,0.292,0.5082,0.5683,0.2147,0.9756,0.4547,0.2739
3054,3679,8,0,0,6,0.7,2024-03-11 11:00:00,45.811002,15.881592,4,1,0,0.45,3,0.43,1,2.53,0.9081,0.3007,0.5889,0.4956,0.1189,0.9111,0.4871,0.3605
3055,7501,1,1,2,7,1.8,2023-03-24 20:00:00,45.748032,15.979276,3,5,2,0.397,3,0.128,1,2.6,0.8034,0.2767,0.3748,0.389,0.6497,0.1613,0.4792,0.364
3056,3850,4,6,0,5,1.7,2024-07-26 11:00:00,45.815365,15.974231,0,5,0,0.791,4,1.117,1,3.03,0.6571,0.3077,0.2951,0.6932,0.2295,0.1732,0.9238,0.5046
3057,7431,19,4,0,8,1.2,2024-03-08 09:00:00,45.845215,15.943436,1,5,0,0.57,5,0.906,1,3.19,0.8353,0.6186,0.706,0.8571,0.167,0.4199,0.7766,0.451
3058,6402,1,1,1,12,2.2,2023-07-17 18:00:00,45.813696,15.974405,0,1,2,0.351,4,0.393,1,2.38,0.7558,0.3147,0.3323,0.3604,0.5438,0.2087,0.573,0.2982
3059,7529,14,5,1,6,0.9,2024-09-03 09:00:00,45.74978,15.969575,3,2,0,0.372,2,1.2,0,0.9,0.3431,0.4969,0.0938,0.5877,0.2668,0.584,0.436,0.3106
3060,8597,28,0,1,20,1.9,2024-03-06 20:00:00,45.817438,15.961461,0,3,2,0.42,8,1.078,1,2.22,0.9183,0.388,0.4876,0.4798,0.2801,0.9344,0.3808,0.3173
3061,458,25,3,1,6,1.6,2023-06-26 18:00:00,45.810827,15.990743,0,1,2,0.257,2,0.812,0,3.23,0.5109,0.4959,0.8935,0.627,0.7818,0.2061,0.538,0.8971
3062,3691,1,1,0,9,1.3,2023-09-09 18:00:00,45.79245,15.987621,0,6,2,0.062,1,1.096,0,2.32,0.8307,0.2275,0.3631,0.4193,0.6743,0.2443,0.4839,0.2602
3063,8496,9,1,1,16,2.6,2023-03-06 18:00:00,45.856244,15.954488,1,1,2,0.328,5,0.041,1,2.67,0.7725,0.348,0.3751,0.3743,0.582,0.1756,0.4295,0.286
3064,1362,1,1,0,4,1.0,2023-09-10 09:00:00,45.808431,15.968108,0,0,0,0.589,2,0.712,0,2.77,0.7657,0.3657,0.2331,0.4074,0.5978,0.2144,0.4448,0.259
3065,687,2,0,1,15,1.8,2024-05-26 20:00:00,45.821664,15.882584,4,0,2,0.487,7,0.782,1,2.42,0.8493,0.2932,0.5168,0.4282,0.1785,0.904,0.4289,0.2812
3066,5448,4,6,1,30,2.1,2024-05-14 18:00:00,45.813035,15.89875,4,2,2,0.092,3,0.422,1,2.54,0.7512,0.2708,0.3896,0.6884,0.2183,0.1647,0.8931,0.4771
3067,2892,23,3,1,7,0.7,2024-03-20 20:00:00,45.846441,15.958351,1,3,2,0.193,1,0.359,0,1.13,0.4914,0.4618,0.9032,0.6008,0.8255,0.3168,0.572,0.8089
3068,8536,29,1,0,8,1.5,2024-09-09 19:00:00,45.752519,15.97827,3,1,2,0.168,1,1.054,0,3.03,0.7869,0.4071,0.2337,0.4373,0.5065,0.2657,0.5495,0.2997
3069,4975,12,0,2,3,1.4,2024-09-16 09:00:00,45.752353,15.974076,3,1,0,0.385,1,1.28,0,3.73,0.9098,0.3443,0.5111,0.5454,0.2407,0.8908,0.4164,0.3013
3070,2004,1,1,1,10,1.0,2024-01-30 20:00:00,45.804223,15.984613,0,2,2,0.556,6,0.758,1,3.35,0.7862,0.2906,0.3543,0.3754,0.5165,0.1778,0.4782,0.3389
3071,4608,14,5,1,5,0.7,2024-09-05 20:00:00,45.744848,15.969628,3,4,2,0.792,4,0.962,1,3.37,0.2447,0.4903,0.1383,0.5999,0.274,0.5362,0.3747,0.3519
3072,275,23,3,1,5,1.9,2023-03-30 10:00:00,45.805778,15.986,0,4,0,0.098,0,0.726,0,2.78,0.5459,0.541,0.8876,0.596,0.7081,0.1825,0.4698,0.7092
3073,1490,13,6,3,5,2.3,2023-06-24 10:00:00,45.788251,16.032177,2,6,0,0.24,1,0.844,0,2.62,0.7437,0.1692,0.3309,0.7234,0.1616,0.1491,0.7482,0.5688
3074,4901,3,2,1,6,1.3,2023-09-14 11:00:00,45.813777,15.965954,0,4,0,0.402,2,0.404,0,3.69,0.3978,0.9491,0.3142,0.6786,0.3374,0.2749,0.3615,0.4655
3075,6143,1,1,0,6,1.0,2024-07-28 20:00:00,45.742501,15.980852,3,0,2,0.393,2,1.218,0,3.33,0.9343,0.2521,0.3196,0.4086,0.5762,0.2056,0.509,0.2989
3076,3161,30,5,0,8,0.9,2024-10-27 20:00:00,45.737946,15.975049,3,0,2,0.465,4,1.268,1,3.25,0.321,0.4804,0.0033,0.5625,0.2533,0.5878,0.3992,0.2968
3077,2535,3,2,1,12,1.5,2024-11-27 11:00:00,45.798518,15.874391,4,3,0,0.133,2,0.953,0,3.17,0.4076,0.91,0.151,0.6369,0.1907,0.2675,0.1621,0.51
3078,3157,29,1,2,23,1.6,2024-04-20 19:00:00,45.810976,15.885137,4,6,2,0.512,12,1.02,2,3.63,0.7717,0.3173,0.348,0.3899,0.6462,0.1618,0.4637,0.2392
3079,3076,0,1,1,21,1.6,2023-01-12 20:00:00,45.780711,16.050227,2,4,2,0.19,4,0.889,1,1.25,0.7723,0.333,0.3033,0.3398,0.5946,0.2059,0.5454,0.2159
3080,7961,3,2,0,4,1.7,2024-05-05 20:00:00,45.789301,16.035294,2,0,2,0.205,1,0.424,0,2.65,0.375,0.8842,0.2549,0.6608,0.3131,0.2572,0.3351,0.434
3081,3127,29,1,1,5,1.2,2024-08-16 19:00:00,45.735536,15.974382,3,5,2,0.733,4,0.54,1,3.09,0.8336,0.1934,0.2645,0.4309,0.6137,0.2987,0.5735,0.3243
3082,5272,4,6,2,6,0.8,2023-10-05 19:00:00,45.789955,15.993203,0,4,2,0.753,5,0.722,1,3.33,0.7381,0.2484,0.2805,0.6729,0.1249,0.0831,0.8873,0.5293
3083,5328,4,6,1,5,2.2,2024-02-11 19:00:00,45.740015,15.970357,3,0,2,0.263,1,0.438,0,3.08,0.7221,0.3158,0.181,0.7841,0.1498,0.1801,0.9414,0.5308
3084,3666,3,2,0,6,1.8,2024-05-20 20:00:00,45.756037,15.968487,3,1,2,0.181,1,0.934,0,3.44,0.3502,0.9346,0.223,0.6663,0.2156,0.3097,0.33,0.5228
3085,2118,27,7,1,5,1.1,2023-02-07 11:00:00,45.808334,16.04515,2,2,0,0.187,1,0.598,0,2.62,0.4447,0.4542,0.5454,0.5212,0.8792,0.3409,0.448,0.7234
3086,5847,10,4,0,10,1.7,2023-11-28 20:00:00,45.847429,15.942824,1,2,2,0.49,5,0.431,1,2.51,0.7715,0.5505,0.7726,0.9177,0.2297,0.3811,0.7921,0.4289
3087,8769,15,0,1,2,2.0,2024-05-09 20:00:00,45.801266,15.982521,0,4,2,0.322,1,0.104,0,1.55,0.8435,0.3085,0.4287,0.4791,0.2208,1.0,0.2958,0.4039
3088,5959,29,1,1,7,1.4,2024-10-07 19:00:00,45.841305,15.949434,1,1,2,0.371,3,0.424,1,2.65,0.8507,0.3019,0.2867,0.3665,0.5706,0.3067,0.5068,0.2707
3089,5757,26,7,2,5,0.8,2023-05-09 19:00:00,45.817068,15.889294,4,2,2,0.267,1,1.046,0,2.47,0.5367,0.4493,0.6058,0.4796,0.8764,0.2883,0.3916,0.6455
3090,5993,7,0,0,8,0.9,2023-05-23 09:00:00,45.842618,15.969965,1,2,0,0.206,2,0.569,0,3.18,0.8719,0.3322,0.5663,0.5134,0.198,0.8915,0.4016,0.2334
3091,3762,29,1,1,12,0.9,2023-04-07 20:00:00,45.816604,15.974642,0,5,2,0.151,2,1.089,0,3.42,0.8693,0.362,0.2694,0.3438,0.6017,0.1768,0.4715,0.3386
3092,8643,19,4,0,3,0.5,2024-01-12 20:00:00,45.798948,15.883667,4,5,2,0.464,1,1.339,0,1.19,0.7549,0.5998,0.6567,0.8854,0.3102,0.4921,0.885,0.4965
3093,739,17,0,0,5,2.2,2024-11-29 19:00:00,45.78748,16.043136,2,5,2,0.712,4,0.167,1,3.34,0.9081,0.1928,0.4135,0.6061,0.2494,0.7267,0.3675,0.2439
3094,5394,2,0,0,6,1.2,2024-11-23 10:00:00,45.806898,15.986708,0,6,0,0.245,1,0.207,0,2.7,0.9029,0.2598,0.5129,0.5533,0.2784,0.8374,0.376,0.2824
3095,8292,25,3,1,17,1.7,2023-09-15 11:00:00,45.806711,15.866299,4,5,0,0.676,11,0.841,2,3.38,0.3772,0.4752,0.9358,0.727,0.7983,0.2731,0.4855,0.8364
3096,2597,2,0,0,16,1.5,2024-07-05 20:00:00,45.809218,15.888977,4,5,2,0.886,14,1.143,2,3.62,0.8732,0.287,0.5232,0.4886,0.1402,0.8762,0.4623,0.2638
3097,216,19,4,0,6,1.4,2024-04-15 20:00:00,45.813482,15.958156,0,1,2,0.494,3,1.153,1,3.3,0.822,0.6046,0.75,0.8866,0.1672,0.3735,0.8026,0.4369
3098,8645,17,0,2,8,1.5,2023-12-24 19:00:00,45.763676,15.977778,3,0,2,0.129,1,0.249,0,2.07,0.9163,0.2324,0.5164,0.4543,0.1532,0.9414,0.3293,0.199
3099,2132,25,3,2,10,1.7,2023-01-30 10:00:00,45.764691,15.967666,3,1,0,0.18,2,0.659,0,1.05,0.5433,0.5246,0.8575,0.6347,0.735,0.1655,0.5672,0.8439
3100,6985,19,4,0,10,1.2,2024-06-03 20:00:00,45.804347,15.979629,0,1,2,0.19,2,0.277,0,3.46,0.7703,0.5833,0.6258,0.8754,0.17,0.4034,0.8215,0.2826
3101,2266,4,6,2,9,1.5,2024-10-17 18:00:00,45.811079,15.881291,4,4,2,0.322,3,1.446,1,0.91,0.635,0.3024,0.3093,0.7067,0.1818,0.1242,0.9336,0.4831
3102,8702,5,5,0,5,1.2,2024-04-03 18:00:00,45.774974,16.051018,2,3,2,0.104,1,0.731,0,2.53,0.3293,0.4341,0.0,0.55,0.226,0.6409,0.4546,0.251
3103,7319,30,5,2,50,1.1,2023-06-29 09:00:00,45.807729,16.035143,2,4,0,0.474,24,1.096,2,3.63,0.3162,0.4496,0.0828,0.5013,0.2663,0.5217,0.4167,0.3103
3104,6221,1,1,1,2,1.8,2023-05-28 19:00:00,45.85577,15.943193,1,0,2,0.612,1,1.274,0,2.59,0.7761,0.3124,0.2965,0.3706,0.5514,0.144,0.4884,0.3213
3105,1168,24,3,2,12,1.9,2024-12-22 19:00:00,45.858045,15.943025,1,0,2,0.726,9,1.261,2,3.51,0.5573,0.4674,0.9176,0.6618,0.8073,0.2035,0.4636,0.7544
3106,2367,1,1,2,5,1.0,2024-10-20 09:00:00,45.818175,15.892687,4,0,0,0.392,2,0.374,0,2.88,0.8322,0.2782,0.2823,0.3819,0.6074,0.1765,0.4715,0.3124
3107,7065,1,1,0,4,1.0,2024-12-25 19:00:00,45.748577,15.978134,3,3,2,0.532,2,0.211,0,2.77,0.8289,0.3012,0.2372,0.5218,0.6074,0.2126,0.5851,0.3111
3108,1017,17,0,0,6,1.6,2024-08-27 09:00:00,45.741622,15.975878,3,2,0,0.639,4,0.564,1,3.25,0.9014,0.2512,0.468,0.5008,0.2813,0.897,0.379,0.3348
3109,979,4,6,2,3,1.9,2023-07-14 19:00:00,45.799424,15.997885,0,5,2,0.51,2,0.253,0,1.3,0.726,0.36,0.2709,0.7463,0.1625,0.1718,0.8989,0.5379
3110,8262,29,1,0,9,1.8,2024-04-04 19:00:00,45.858086,15.956348,1,4,2,0.397,4,0.555,1,3.12,0.7076,0.2544,0.2584,0.4538,0.6143,0.2186,0.4708,0.2765
3111,3617,9,1,0,4,1.1,2024-02-21 11:00:00,45.861903,15.956824,1,3,0,0.52,2,1.214,0,2.02,0.692,0.3587,0.2938,0.4323,0.6443,0.211,0.4882,0.3341
