user_id,motivation_type,frequency_tier,openness,conscientiousness,extraversion,agreeableness,neuroticism,hardiness,confidence,locus_of_control,fa_score,fb_score,preferred_session_duration,organizing_openness,leadership_inclination,max_travel_distance,weekly_activity_target,pushes_through_discomfort,preferred_group_size,acquaintance_preference,enjoys_meeting_new_people,activity_vs_social,motivated_by_competition,planning_horizon,feels_like_burden,age,gender,latitude,longitude,geo_cluster,user_cluster,preferred_activities,preferred_skills,availability_days,availability_times,participation_groups
6974,social,frequent,0.7058,0.3902,0.8065,0.8322,0.6979,0.6009,0.4438,0.2694,0.408,0.6794,96,2,5,22,3,2,8,1,4,4,3,2,5,41,2,45.76351,15.982483,3,2,8,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
6975,competitive,occasional,0.7824,0.9116,0.7728,0.6634,0.1197,0.7568,0.6159,0.7146,0.8243,0.7654,116,2,4,43,6,4,9,3,4,2,4,4,2,45,3,45.799672,16.053239,2,0,"15,16,27,20","2,3,1,1","1,2,3,4,5","0,1,2,3","0,2,3"
6976,social,sparse,0.5254,0.4499,0.997,0.6592,0.4281,0.6497,0.6803,0.2732,0.5928,0.8317,85,2,5,29,3,3,10,3,5,4,3,3,3,34,2,45.80069,15.89962,4,1,"7,8,18,17","2,3,1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
6977,casual_recreational,occasional,0.7113,0.7346,0.5237,0.8943,0.2436,0.5742,0.688,0.4841,0.6348,0.697,58,1,3,34,6,3,6,3,3,3,3,4,3,37,1,45.796428,15.980756,0,0,"25,0,22","1,0,1","2,4,6","0,2,3","1,2"
6978,social,frequent,0.8605,0.4132,0.9385,0.7653,0.3997,0.4792,0.4867,0.8179,0.5632,0.7327,111,2,5,20,4,3,9,2,5,5,3,4,3,49,1,45.822583,15.980378,0,1,6,2,"0,1,2,3,5,6","0,1,2,3","2,3"
6979,social,frequent,0.5848,0.6033,0.9272,0.7866,0.3847,0.3615,0.6346,0.1874,0.5286,0.6779,87,2,5,20,5,3,8,3,5,5,3,3,3,58,0,45.853224,15.939059,1,1,"18,4,23","0,1,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
6980,unmotivated,occasional,0.4101,0.1854,0.4038,0.8766,0.6722,0.4333,0.508,0.5587,0.282,0.5217,75,1,3,9,2,2,6,1,3,3,2,1,4,18,1,45.798053,15.974103,0,2,"2,6,3,26","0,3,2,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
6981,unmotivated,sparse,0.6008,0.1542,0.0594,0.4536,0.8409,0.3029,0.653,0.3763,0.2836,0.1997,106,0,1,10,2,2,2,1,1,1,2,2,4,38,2,45.816948,15.880761,4,2,1,2,"0,1,2,3,4,5","0,1,2,3","0,1,2"
6982,casual_recreational,sparse,0.9186,0.5688,0.811,0.7699,0.4356,0.2885,0.3667,0.7373,0.4757,0.7416,74,2,4,28,5,3,8,2,4,4,4,4,3,47,1,45.857144,15.949218,1,2,"7,30,1,17","3,1,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
6983,social,sparse,0.7272,0.5444,0.8618,0.5888,0.5133,0.5926,0.7211,0.4299,0.5031,0.708,87,2,4,20,4,3,8,2,4,5,3,3,3,26,2,45.828808,15.961212,0,1,12,0,"0,1,2,3,5,6","0,1,2,3","2,3"
6984,casual_recreational,occasional,0.5103,0.7307,0.5357,0.3172,0.5433,0.5237,0.5135,0.3997,0.7304,0.4707,82,1,3,20,5,4,6,2,3,5,3,4,4,61,3,45.783684,16.043929,2,1,"11,16","2,3","1,2,4,5,6","0,1,2,3","1,2"
6985,social,regular,0.7385,0.2352,0.8992,0.8705,0.2313,0.8235,0.6072,0.9305,0.5174,0.6857,103,2,5,33,3,2,9,3,4,5,3,2,2,56,2,45.811518,15.977845,0,1,"21,8,10,20","3,1,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
6986,social,occasional,0.4012,0.2814,0.9485,0.8303,0.6096,0.6122,0.4362,0.4955,0.4117,0.7331,116,2,4,23,3,3,10,1,5,5,3,2,4,16,1,45.841505,15.936065,1,2,18,2,"1,4,5,6","0,1,2,3","2,3"
6987,competitive,regular,0.8693,0.791,0.5587,0.2581,0.3107,0.5837,0.8037,0.7368,0.5892,0.5328,69,1,3,21,6,4,6,3,3,3,3,5,2,16,3,45.785285,16.050058,2,1,"25,27,23","1,2,2","0,1,2,3,4,5,6","0,1,2,3",2
6988,competitive,regular,0.8344,0.8814,0.5834,0.3806,0.1512,0.8249,0.7348,0.3961,0.7318,0.5934,82,1,3,38,6,5,7,4,3,3,2,5,1,32,2,45.75641,15.977999,3,0,"15,3,16","1,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
6989,competitive,frequent,0.7652,0.494,0.2181,0.5705,0.1317,0.7181,0.6126,0.7014,0.6022,0.5776,66,0,1,42,4,3,4,3,1,1,4,3,1,39,2,45.805983,15.974,0,0,14,2,"0,2,5,6","0,1,2,3","0,1,2"
6990,competitive,regular,0.522,0.9753,0.3011,0.4493,0.3667,0.7889,0.6053,0.1315,0.8581,0.4331,79,0,2,24,7,5,5,3,2,3,2,5,2,45,3,45.843505,15.941056,1,1,"28,20,30","3,1,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
6991,casual_recreational,occasional,0.672,0.5119,0.5153,0.468,0.2148,0.4208,0.4628,0.4042,0.5249,0.6165,101,1,3,25,5,3,7,4,2,1,3,3,2,25,1,45.805535,15.882224,4,1,1,2,"1,2,3,4,5,6","0,1,2,3","0,1,2,3"
6992,unmotivated,occasional,0.2895,0.2973,0.1482,0.7936,0.9131,0.1697,0.7933,0.7341,0.1609,0.285,99,0,1,6,3,2,1,1,2,2,4,2,5,29,3,45.781197,16.030116,2,2,"4,27,26","2,2,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
6993,casual_recreational,occasional,0.6994,0.3415,0.7306,0.6588,0.5101,0.4847,0.5139,0.3299,0.4232,0.658,86,2,4,15,3,3,10,3,4,4,3,3,4,39,2,45.852656,15.955847,1,2,"5,11,22","1,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
6994,social,occasional,0.46,0.2245,0.8876,0.8318,0.6268,0.7816,0.3873,0.5761,0.5107,0.6738,82,2,5,22,3,3,9,1,5,5,3,2,4,26,0,45.816042,15.976836,0,1,"9,25,24","1,1,0","0,1,6","0,1,3","2,3"
6995,social,sparse,0.4989,0.3146,0.7855,0.7886,0.2297,0.2854,0.6462,0.6634,0.383,0.7023,112,2,5,21,3,2,9,3,4,4,3,3,2,56,0,45.791466,16.040927,2,2,7,3,"0,1,5,6","0,1,2,3","2,3"
6996,social,frequent,0.4613,0.701,0.9745,0.8629,0.6978,0.4461,0.5746,0.7751,0.508,0.82,86,2,5,12,4,4,10,2,5,5,3,4,3,24,0,45.785237,16.050369,2,1,"6,30,19,10","2,1,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
6997,casual_recreational,regular,0.8445,0.6063,0.4978,0.7661,0.3575,0.6038,0.7276,0.3884,0.5737,0.5496,54,1,3,22,4,4,6,2,3,4,4,4,3,33,3,45.748007,15.974976,3,1,"22,19,0","1,1,2","0,2,3,4,5,6","0,1,2,3","1,2"
6998,unmotivated,sparse,0.7624,0.1815,0.6188,0.8515,0.9067,0.3365,0.2596,0.7345,0.1311,0.5539,89,1,3,6,1,2,6,1,3,2,3,2,4,52,2,45.855255,15.949911,1,2,"13,2","1,2","1,2,4,6","0,1,2,3","2,3"
6999,social,regular,0.5923,0.3551,0.924,0.8248,0.206,0.7642,0.6826,0.7537,0.5806,0.8287,90,2,5,38,3,3,7,4,5,4,3,2,2,27,0,45.830961,15.879688,4,1,"9,2,7,8","2,1,3,3","0,2,4,5","0,1,2,3","2,3"
7000,social,regular,0.2946,0.4503,0.7153,0.711,0.3475,0.5374,0.4755,0.4433,0.5459,0.7393,100,2,4,29,4,3,7,2,4,5,2,2,2,20,1,45.821044,15.959066,0,1,17,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
7001,unmotivated,sparse,0.2371,0.4872,0.1989,0.6076,0.7879,0.2284,0.5833,0.7234,0.3163,0.311,86,0,2,5,3,3,2,1,2,3,4,4,4,37,1,45.847208,15.951537,1,2,7,2,"0,2,3,4,5,6","0,1,2,3","0,1,2"
7002,social,occasional,0.6596,0.2737,0.9481,0.803,0.2312,0.7236,0.4296,0.6528,0.5964,0.8213,107,2,4,31,3,2,10,3,5,5,4,3,2,36,2,45.790054,16.041955,2,1,"16,5,30","0,2,3","0,1,2,4,6","0,1,2,3","2,3"
7003,casual_recreational,frequent,0.678,0.2896,0.3565,0.6491,0.3101,0.4515,0.4901,0.485,0.4538,0.5868,60,1,3,23,3,2,4,2,3,2,3,3,3,55,0,45.739531,15.957465,3,2,"23,12,9","2,2,2","0,1,2,3,4,6","0,1,2,3","1,2"
7004,unmotivated,sparse,0.4941,0.3694,0.1228,0.7571,0.864,0.3177,0.8315,0.6786,0.4444,0.2919,73,0,1,7,3,2,4,2,2,2,4,3,4,43,2,45.797295,16.044438,2,2,"10,12,22,20","2,1,1,1","1,2,5,6","0,1,2,3","0,1,2"
7005,casual_recreational,sparse,0.6712,0.4576,0.2624,0.4379,0.7116,0.8593,0.4205,0.4961,0.5633,0.3453,75,0,3,20,4,3,3,1,2,2,2,3,3,20,0,45.75737,15.964375,3,1,28,3,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7006,social,frequent,0.5027,0.2345,0.7842,0.9349,0.4034,0.3752,0.7439,0.7747,0.2896,0.8811,106,2,4,24,3,2,8,3,5,4,4,2,2,48,0,45.747559,15.983375,3,2,"5,23","0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
7007,competitive,regular,0.827,0.5774,0.5634,0.6156,0.2705,0.6322,0.6981,0.5183,0.5679,0.6093,80,1,2,35,5,3,7,3,4,2,4,4,2,33,0,45.798091,15.89492,4,1,"24,8,12,23","2,0,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
7008,competitive,regular,0.5858,0.642,0.729,0.1535,0.0833,0.5896,0.637,0.3939,0.7066,0.4388,119,2,3,33,4,4,7,4,4,5,4,3,1,49,2,45.794246,16.041077,2,1,17,3,"1,2,3,4,6","0,1,2,3","2,3"
7009,casual_recreational,sparse,0.7547,0.4284,0.5681,0.699,0.6475,0.5465,0.5922,0.1682,0.4188,0.6228,83,1,3,15,5,3,6,1,3,3,3,3,4,58,3,45.809581,15.897678,4,2,8,0,"0,1,2,3,4,5,6","0,1,2,3",2
7010,competitive,occasional,0.9179,0.6549,0.8756,0.4661,0.0911,0.7598,0.5146,0.4033,0.7208,0.722,70,2,5,50,4,4,9,3,4,5,3,4,1,23,1,45.789367,15.877539,4,0,"24,4,6,2","2,3,0,1","0,2,5","0,1,3","2,3"
7011,unmotivated,sparse,0.3888,0.1522,0.1166,0.6194,0.8426,0.353,0.6136,0.7473,0.2236,0.3063,73,0,1,16,1,2,2,1,1,1,4,1,4,52,2,45.792207,16.02981,2,2,27,2,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7012,competitive,frequent,0.6564,0.823,0.6423,0.5142,0.3802,0.9062,0.3055,0.7275,0.8025,0.5617,78,1,3,30,6,5,9,3,4,4,2,4,2,55,2,45.762741,15.972815,3,0,"8,6,11","3,0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
7013,social,regular,0.3215,0.7853,0.9731,0.9488,0.7671,0.5685,0.6762,0.6199,0.6445,0.7515,81,2,5,8,6,4,10,0,5,5,4,4,4,36,0,45.812508,15.977497,0,0,"28,10,12,4","3,0,3,0","0,3,4,5,6","0,1,2,3","0,2,3"
7014,casual_recreational,regular,0.8378,0.592,0.3888,0.7379,0.2012,0.6837,0.518,0.2649,0.619,0.6763,71,1,3,32,4,3,7,3,3,2,3,3,1,18,2,45.857188,15.963614,1,0,29,0,"1,2,4","1,2,3","1,2,3"
7015,unmotivated,sparse,0.2309,0.2286,0.573,0.6826,0.5965,0.221,0.4625,0.5217,0.278,0.5626,103,1,3,17,3,2,6,2,3,3,2,2,3,45,3,45.791962,16.052239,2,2,"18,11,23,0","3,2,3,1","1,2,3,4,5,6","0,1,2,3",2
7016,casual_recreational,regular,0.8983,0.3481,0.7677,0.6346,0.4533,0.5622,0.7103,0.5222,0.4112,0.5869,85,2,4,23,3,3,7,3,5,5,4,3,3,44,0,45.776269,15.974682,0,2,"10,18","0,1","1,2,3,4,5,6","0,1,2,3","2,3"
7017,competitive,regular,0.3496,0.785,0.1969,0.5541,0.1096,0.6345,0.4967,0.2497,0.7607,0.4957,84,0,2,32,6,4,3,4,1,2,2,4,2,31,1,45.850205,15.958895,1,1,27,3,"2,3,4","0,1,3","0,1,2"
7018,competitive,regular,0.4807,0.5739,0.3413,0.5669,0.3186,0.6227,0.4155,0.8261,0.5013,0.452,65,0,2,28,4,3,4,4,3,2,4,3,2,51,1,45.787942,16.037445,2,1,"29,0","0,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7019,social,regular,0.7802,0.5033,0.9876,0.6335,0.3978,0.7143,0.821,0.6988,0.5598,0.8548,92,2,5,30,4,3,10,3,4,5,4,3,3,45,1,45.807765,16.032538,2,1,4,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
7020,unmotivated,occasional,0.3335,0.0632,0.4507,0.61,0.8597,0.2391,0.6471,0.5966,0.0509,0.382,101,1,3,6,1,1,7,0,3,4,3,1,5,52,3,45.815819,15.997883,0,2,14,0,"1,2,3","0,1,3","1,2,3"
7021,unmotivated,sparse,0.6677,0.118,0.1848,0.9374,0.6484,0.3858,0.8387,0.5204,0.2059,0.4061,68,0,2,9,1,2,3,2,2,1,4,1,4,16,2,45.850142,15.939671,1,2,"23,9,15","3,2,3","0,2,3,6","0,1,2,3","0,1,2"
7022,casual_recreational,sparse,0.9718,0.3622,0.3469,0.9179,0.3422,0.1689,0.7294,0.5641,0.3899,0.5987,96,0,2,18,2,2,3,3,3,2,4,2,2,25,0,45.818236,15.892192,4,2,"11,18","1,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7023,casual_recreational,regular,0.8269,0.7088,0.5287,0.6938,0.5451,0.4142,0.7416,0.4569,0.5834,0.6238,60,1,4,17,5,3,9,2,3,3,2,4,3,61,2,45.809162,15.974799,0,1,"9,20,6","0,1,3","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
7024,competitive,occasional,0.6727,0.9571,0.4067,0.3463,0.3425,0.5462,0.8709,0.5168,0.7505,0.4372,59,1,2,30,6,4,5,2,2,1,5,5,2,29,3,45.865516,15.951908,1,1,"8,14,10,7","3,0,0,1","0,1,4,6","0,1,2,3","1,2"
7025,casual_recreational,sparse,0.4914,0.48,0.3425,0.2666,0.641,0.6936,0.4923,0.6413,0.5163,0.3551,66,0,2,26,4,3,5,1,2,3,4,3,3,58,2,45.804307,15.878732,4,1,"11,17","3,3","1,2,3,6","0,1,2,3","0,1,2"
7026,social,frequent,0.6119,0.2226,0.7304,0.6861,0.5798,0.6085,0.4772,0.6197,0.3922,0.6293,104,2,4,22,3,2,8,2,5,4,3,2,3,18,0,45.822664,15.987622,0,2,"19,12,14","1,1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
7027,casual_recreational,sparse,0.8335,0.7082,0.4237,0.8001,0.2387,0.411,0.9892,0.3771,0.6082,0.5514,77,1,3,32,4,4,8,3,3,2,4,3,2,61,1,45.810363,15.885891,4,0,27,2,"0,1,2,3,4,5,6","0,1,2,3","1,2,3"
7028,social,regular,0.6562,0.3731,0.9547,0.671,0.5507,0.6278,0.7999,0.2826,0.4797,0.7021,99,2,5,29,3,3,10,2,4,5,3,3,4,59,3,45.807446,16.059251,2,2,"25,27,29,3","0,3,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
7029,unmotivated,occasional,0.3819,0.5137,0.449,0.6732,0.4633,0.493,0.7267,0.3314,0.4925,0.5189,77,1,4,33,4,3,2,2,3,3,3,4,3,27,0,45.864764,15.963544,1,2,"17,20,18","0,0,3","0,1,2,3","0,1,2,3","0,1,2"
7030,competitive,frequent,0.5439,0.8814,0.7571,0.2635,0.5531,0.8572,0.3715,0.4778,0.7276,0.5508,60,2,5,18,6,5,6,2,5,4,2,5,3,52,0,45.798254,16.036503,2,0,28,3,"0,1,3,4,5","0,1,2,3","2,3"
7031,casual_recreational,sparse,0.8518,0.4467,0.3502,0.5058,0.8379,0.5802,0.8176,0.2704,0.4834,0.3128,61,1,2,13,3,3,4,1,3,3,3,2,4,51,3,45.791152,16.054274,2,2,"13,19,0","3,2,0","0,1,2,3,4,5,6","0,1,2,3","1,2"
7032,casual_recreational,occasional,0.7279,0.5713,0.2372,0.7893,0.4217,0.643,0.637,0.5251,0.5484,0.59,104,0,3,26,4,4,6,3,2,3,4,3,2,38,0,45.781286,16.056357,2,1,"24,28,3","0,2,0","2,3,4","0,1,2","0,1,2,3"
7033,competitive,regular,0.6935,0.4279,0.465,0.5116,0.1851,0.8705,0.766,0.7289,0.5309,0.6037,79,1,3,42,3,4,6,4,3,3,3,4,3,25,2,45.808112,15.974683,0,1,"5,22,6,18","3,3,1,0","1,3,4,6","0,1,2,3","1,2"
7034,casual_recreational,occasional,0.7206,0.3943,0.5514,0.4174,0.3086,0.6162,0.3457,0.6571,0.5156,0.5657,82,1,4,41,4,2,6,3,3,3,2,2,2,34,2,45.77553,16.04208,2,1,"15,18","0,2","0,1,2,3,4,5,6","0,1,2,3",2
7035,social,frequent,0.5769,0.3761,0.5984,0.6413,0.396,0.1111,0.2784,0.4818,0.3843,0.6447,83,1,4,18,3,2,6,2,4,5,2,3,2,60,0,45.754983,15.972149,3,2,"16,15,30,18","1,3,3,0","0,1,2,3,4,5,6","0,1,2,3",2
7036,competitive,frequent,0.5069,0.9071,0.5714,0.4559,0.6479,0.5717,0.7946,0.6238,0.8199,0.4631,69,1,3,15,7,4,7,1,3,2,3,5,4,52,2,45.768779,15.97357,3,1,"15,1","2,2","0,2,5,6","0,1,2,3","2,3"
7037,social,occasional,0.5077,0.5351,0.8975,0.8408,0.3836,0.5851,0.1964,0.2326,0.494,0.7119,89,2,3,23,4,3,9,3,5,5,2,3,3,29,1,45.739715,15.976633,3,2,"20,25,7","1,2,0","0,1,3,4","0,1,2,3","2,3"
7038,unmotivated,sparse,0.2381,0.229,0.5001,0.4631,0.4031,0.1591,0.224,0.4183,0.2514,0.4822,92,1,3,18,3,2,7,2,3,4,2,2,3,22,2,45.863962,15.960011,1,2,"26,25","3,1","1,2,3,4,5,6","0,1,2,3","1,2,3"
7039,unmotivated,occasional,0.4555,0.2693,0.5086,0.4511,0.5814,0.2188,0.7045,0.5999,0.2984,0.4217,93,1,3,4,3,2,5,2,3,4,4,3,4,63,0,45.827187,15.98496,0,2,"16,17","3,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
7040,social,regular,0.7312,0.4208,0.936,0.6613,0.4853,0.7691,0.4376,0.1635,0.5669,0.7256,123,2,5,25,3,3,9,2,4,4,2,2,2,54,3,45.785891,16.052988,2,1,"5,19,20","1,1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
7041,casual_recreational,regular,0.4195,0.4241,0.6997,0.8025,0.7055,0.6614,0.6411,0.6336,0.4118,0.5572,97,2,4,14,4,3,9,1,4,4,4,2,4,33,2,45.859355,15.935628,1,2,"23,26,19","2,2,3","1,3,4,5","0,1,2,3","2,3"
7042,competitive,occasional,0.7411,0.7962,0.5287,0.5052,0.3846,0.4263,0.2111,0.4413,0.6979,0.5547,65,1,3,26,7,3,5,2,2,4,2,4,3,50,0,45.850102,15.943331,1,0,"19,4","3,3","0,1,2,3,4,5,6","0,1,2,3","1,2"
7043,casual_recreational,sparse,0.8872,0.2254,0.4395,0.7314,0.0261,0.6789,0.7361,0.5825,0.4662,0.7428,96,1,2,41,2,2,5,4,3,3,4,2,1,40,0,45.745426,15.991543,3,2,"16,11","1,0","0,1,2,3,4,5,6","0,1,2,3","1,2"
7044,unmotivated,occasional,0.4821,0.4324,0.1978,0.6678,0.9289,0.4174,0.8822,0.4314,0.3305,0.2589,89,0,1,3,4,3,5,0,2,3,4,2,5,17,3,45.752888,15.980383,3,2,"1,30,3","2,0,2","2,3,4,5,6","0,1,2,3","0,1,2"
7045,unmotivated,regular,0.56,0.0651,0.1881,0.8958,0.8297,0.2892,0.6609,0.3689,0.1736,0.3357,101,0,2,7,1,1,4,1,2,3,3,1,4,47,0,45.814467,16.051851,2,2,"19,15,17,25","3,0,0,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7046,casual_recreational,sparse,0.6879,0.5024,0.6278,0.7834,0.4822,0.6206,0.3733,0.6733,0.5886,0.5942,66,1,4,27,4,3,6,0,3,3,3,3,3,40,2,45.756798,15.972217,3,1,"24,5","3,3","0,1,2,4,5,6","0,1,2,3","2,3"
7047,casual_recreational,regular,0.9028,0.1225,0.3492,0.7737,0.2917,0.5527,0.6122,0.3039,0.4757,0.5913,106,0,3,42,2,1,4,2,2,4,3,1,2,26,0,45.870207,15.970298,1,2,"26,12,5","2,3,1","1,2,4,5,6","0,1,2,3","0,1,2"
7048,casual_recreational,occasional,0.9404,0.5659,0.4731,0.7438,0.1281,0.7898,0.4794,0.162,0.6542,0.6822,102,1,3,39,5,4,7,3,4,4,2,3,2,45,0,45.81256,15.887556,4,0,"23,12,10","1,1,0","2,3,4,5,6","0,1,2,3","1,2,3"
7049,casual_recreational,sparse,0.7088,0.6411,0.6983,0.6612,0.4848,0.6434,0.2817,0.6154,0.6047,0.6874,85,2,4,25,4,3,7,3,3,5,3,3,2,55,3,45.808716,15.989294,0,0,"24,25,27","2,2,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
7050,unmotivated,sparse,0.6552,0.4602,0.1246,0.4609,0.6209,0.0937,0.428,0.4155,0.2922,0.2814,61,0,2,7,3,2,4,2,2,2,2,3,3,25,2,45.812029,15.972915,0,2,"3,4,20,27","0,1,0,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7051,casual_recreational,sparse,0.5326,0.5759,0.6181,0.5613,0.5966,0.2356,0.7535,0.615,0.4583,0.5124,105,1,4,11,5,3,5,2,3,3,4,3,3,53,1,45.750658,15.96888,3,2,"28,0","0,2","1,2,3,4,5,6","0,1,2,3","2,3"
7052,casual_recreational,occasional,0.5607,0.6023,0.2765,0.5344,0.3976,0.6865,0.918,0.2433,0.5833,0.3948,67,0,3,30,4,4,3,1,3,1,4,3,3,26,1,45.813874,15.980846,0,1,"3,28,23","3,0,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7053,casual_recreational,sparse,0.6963,0.6652,0.3432,0.5691,0.0413,0.5115,0.7216,0.3186,0.6338,0.5923,72,0,2,38,6,3,5,4,2,3,4,3,1,56,2,45.802673,16.040754,2,0,"4,16,26","1,1,2","0,2,3,4,6","0,1,2,3","0,1,2"
7054,competitive,regular,0.4272,0.7394,0.2078,0.242,0.148,0.5047,0.4725,0.6221,0.7034,0.348,77,0,1,26,6,4,4,3,2,2,3,4,2,18,0,45.853501,15.946553,1,1,"3,28,26","2,1,3","0,1,3,4,5","0,1,2,3","0,1,2"
7055,casual_recreational,sparse,0.8902,0.4321,0.3506,0.6569,0.2993,0.6938,0.6613,0.7329,0.528,0.4861,91,1,3,28,4,4,6,3,2,1,4,3,2,20,1,45.825425,15.978781,0,1,20,1,"0,1,3,4,5,6","0,1,2,3","1,2"
7056,unmotivated,occasional,0.6041,0.4471,0.4275,0.7339,0.6177,0.0612,0.8038,0.72,0.3275,0.4615,79,1,3,11,4,3,6,2,3,3,4,3,3,37,3,45.80126,15.975081,0,2,"21,4,6,22","1,1,3,2","1,2,3,4,5,6","0,1,2,3","1,2"
7057,competitive,frequent,0.62,0.6842,0.2001,0.4491,0.0879,0.8515,0.4609,0.5895,0.7578,0.4896,63,0,3,38,5,4,4,3,2,2,4,3,2,51,3,45.850835,15.954815,1,1,"13,5","1,3","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7058,social,regular,0.4915,0.2705,0.8976,0.8482,0.3693,0.6821,0.7241,0.8158,0.4619,0.7289,97,2,4,24,2,2,8,3,5,4,4,2,2,58,0,45.752544,15.971494,3,2,"6,29,2,30","1,1,0,2","0,1,2,5","0,1,2,3","2,3"
7059,casual_recreational,occasional,0.7697,0.9708,0.6289,0.824,0.2546,0.7196,0.7633,0.5031,0.8839,0.747,70,1,3,41,7,4,8,3,5,5,4,5,2,26,2,45.739347,15.980558,3,0,"14,13,17,20","0,1,2,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
7060,casual_recreational,frequent,0.4635,0.6501,0.7148,0.4196,0.6372,0.7505,0.6004,0.7169,0.5867,0.5258,96,2,4,19,5,4,8,2,4,2,3,3,3,17,0,45.821453,15.880608,4,1,"5,23,30,18","1,3,1,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
7061,competitive,occasional,0.7155,0.729,0.5969,0.5356,0.2517,0.9086,0.7704,0.7704,0.7457,0.5923,88,1,4,37,6,4,9,2,3,4,4,4,1,17,0,45.800839,15.983173,0,0,"15,9,5,23","2,1,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
7062,casual_recreational,regular,0.9138,0.1341,0.8171,0.4937,0.3089,0.7307,0.9046,0.1853,0.4116,0.6817,127,2,4,38,2,2,8,3,4,5,4,2,2,62,2,45.816052,15.886551,4,2,"10,25,23,24","0,0,1,1","0,1,2,3,4,5","0,1,2,3","2,3"
7063,competitive,regular,0.8603,0.9913,0.4021,0.5644,0.4605,0.8549,0.2923,0.5296,0.8796,0.3926,65,1,2,28,7,5,5,2,2,4,2,5,2,20,0,45.798603,16.041794,2,1,8,2,"0,1,2,3,4,5,6","0,1,2,3","1,2"
7064,casual_recreational,regular,0.6781,0.4532,0.4143,0.8889,0.1827,0.6328,0.7948,0.7352,0.5164,0.6939,90,1,3,28,5,3,5,3,3,4,4,3,2,35,0,45.811443,15.865393,4,1,"21,10,24,14","0,0,0,2","2,3,4,5,6","0,1,2,3","1,2"
7065,social,occasional,0.2557,0.6064,0.9674,0.8877,0.3847,0.6262,0.5528,0.347,0.6166,0.8002,82,2,5,27,4,3,10,1,5,5,3,4,3,57,3,45.805096,16.04186,2,0,"26,5,29","2,3,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
7066,social,occasional,0.6623,0.6657,0.607,0.857,0.5896,0.4834,0.8309,0.839,0.546,0.539,59,1,4,15,5,3,6,1,3,2,5,3,3,55,0,45.810152,15.887482,4,1,"15,9,8,14","0,1,3,1","0,1,3,4,5,6","0,1,2,3","2,3"
7067,unmotivated,sparse,0.5118,0.1269,0.2776,0.7013,0.6984,0.1033,0.5476,0.8251,0.0836,0.3106,108,0,3,13,2,2,4,1,2,3,5,1,4,56,0,45.849773,15.955171,1,2,"11,12","3,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
7068,casual_recreational,sparse,0.9584,0.6776,0.4423,0.7253,0.1342,0.4984,0.6515,0.5842,0.7115,0.6591,68,1,2,32,5,3,6,4,2,3,3,4,1,51,1,45.808533,16.048065,2,0,15,3,"0,1,2,3,4,5,6","0,1,2,3","1,2"
7069,social,occasional,0.6942,0.4842,0.9085,0.6495,0.4841,0.4319,0.624,0.2564,0.5305,0.7172,77,2,4,17,3,3,10,2,4,4,2,3,2,18,1,45.858164,15.954216,1,1,11,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
7070,social,frequent,0.5082,0.4049,0.8813,0.7033,0.8149,0.6609,0.6932,0.4485,0.4694,0.5967,100,2,4,18,3,3,9,0,5,5,3,2,4,61,2,45.846619,15.960302,1,2,"1,27","0,3","0,1,2,4,5,6","0,1,2,3","1,2,3"
